symbol,trade_date,direction,signal_candle_time,entry_candle_time,entry_hour,entry_price,orb_high,orb_low,orb_range,stop_loss,initial_risk,target,exit_time,exit_price,exit_reason,ambiguous,net_pnl,net_r,variant
INFY,2025-09-05,SELL,2025-09-05 10:05:00,2025-09-05 10:10:00,10:10,1428.98515,1441.5,1433.6,7.900000000000091,1432.93515,3.9500000000000455,1421.0851499999999,2025-09-05 10:10:00,1421.0851499999999,TARGET,False,5.0499297000000904,1.2784632151898816,ORB_50PCT
INFY,2025-09-05,SELL,2025-09-05 10:05:00,2025-09-05 10:10:00,10:10,1428.98515,1441.5,1433.6,7.900000000000091,1441.5,12.514850000000024,1403.95545,2025-09-05 10:15:00,1403.95545,TARGET,False,22.196759400000047,1.7736336751938702,ORB_BOUNDARY
INFY,2025-09-05,SELL,2025-09-05 14:20:00,2025-09-05 14:25:00,14:25,1413.4929,1441.5,1433.6,7.900000000000091,1417.4429,3.9500000000000455,1405.5928999999999,2025-09-05 15:25:00,1413.9,END_OF_DAY,False,-3.2344929000001277,-0.8188589620253394,ORB_50PCT
INFY,2025-09-05,SELL,2025-09-05 14:20:00,2025-09-05 14:25:00,14:25,1413.4929,1441.5,1433.6,7.900000000000091,1441.5,28.007100000000037,1357.4787,2025-09-05 15:25:00,1413.9,END_OF_DAY,False,-3.2344929000001277,-0.11548831903339236,ORB_BOUNDARY
INFY,2025-09-08,SELL,2025-09-08 09:55:00,2025-09-08 10:00:00,10:00,1411.0941,1427.1,1414.4,12.699999999999818,1417.4441,6.349999999999909,1398.3941000000002,2025-09-08 14:45:00,1398.3941000000002,TARGET,False,9.890511799999818,1.5575609133858204,ORB_50PCT
INFY,2025-09-08,SELL,2025-09-08 09:55:00,2025-09-08 10:00:00,10:00,1411.0941,1427.1,1414.4,12.699999999999818,1427.1,16.005899999999883,1379.0823000000003,2025-09-08 15:25:00,1405.5,END_OF_DAY,False,2.7775059000000257,0.1735301295147443,ORB_BOUNDARY
INFY,2025-09-09,BUY,2025-09-09 09:30:00,2025-09-09 09:35:00,09:35,1454.1267,1453.5,1441.3,12.200000000000045,1448.0267,6.100000000000136,1466.3267000000003,2025-09-09 11:20:00,1466.3267000000003,TARGET,False,9.279546600000273,1.5212371475409945,ORB_50PCT
INFY,2025-09-09,BUY,2025-09-09 09:30:00,2025-09-09 09:35:00,09:35,1454.1267,1453.5,1441.3,12.200000000000045,1441.3,12.826700000000073,1479.7801000000002,2025-09-09 15:25:00,1470.6,END_OF_DAY,False,13.54857329999988,1.0562789571752518,ORB_BOUNDARY
INFY,2025-09-10,BUY,2025-09-10 10:00:00,2025-09-10 10:05:00,10:05,1495.4473500000001,1494.5,1477.3,17.200000000000045,1486.84735,8.600000000000136,1512.6473500000004,2025-09-10 15:25:00,1500.2,END_OF_DAY,False,1.7570026499999032,0.20430263372091573,ORB_50PCT
INFY,2025-09-10,BUY,2025-09-10 10:00:00,2025-09-10 10:05:00,10:05,1495.4473500000001,1494.5,1477.3,17.200000000000045,1477.3,18.147350000000188,1531.7420500000005,2025-09-10 15:25:00,1500.2,END_OF_DAY,False,1.7570026499999032,0.09681868978114629,ORB_BOUNDARY
INFY,2025-09-11,SELL,2025-09-11 09:50:00,2025-09-11 09:55:00,09:55,1479.3599499999998,1495.1,1480.7,14.399999999999864,1486.5599499999998,7.2000000000000455,1464.9599499999997,2025-09-11 15:25:00,1479.9,END_OF_DAY,False,-3.499309950000292,-0.4860152708333708,ORB_50PCT
INFY,2025-09-11,SELL,2025-09-11 09:50:00,2025-09-11 09:55:00,09:55,1479.3599499999998,1495.1,1480.7,14.399999999999864,1495.1,15.74005000000011,1447.8798499999996,2025-09-11 15:25:00,1479.9,END_OF_DAY,False,-3.499309950000292,-0.22231885858051706,ORB_BOUNDARY
INFY,2025-09-12,SELL,2025-09-12 09:40:00,2025-09-12 09:45:00,09:45,1490.95415,1510.2,1496.4,13.799999999999955,1497.8541500000001,6.900000000000091,1477.1541499999998,2025-09-12 10:15:00,1497.8541500000001,STOP_LOSS,False,-9.888808300000091,-1.4331606231884002,ORB_50PCT
INFY,2025-09-12,SELL,2025-09-12 09:40:00,2025-09-12 09:45:00,09:45,1490.95415,1510.2,1496.4,13.799999999999955,1510.2,19.24585000000002,1452.46245,2025-09-12 15:25:00,1492.7,END_OF_DAY,False,-4.729504150000019,-0.24574150531153544,ORB_BOUNDARY
INFY,2025-09-16,BUY,2025-09-16 15:05:00,2025-09-16 15:10:00,15:10,1481.5403999999999,1479.4,1471.7,7.7000000000000455,1477.6904,3.849999999999909,1489.2403999999997,2025-09-16 15:25:00,1481.4,END_OF_DAY,False,-3.103340399999772,-0.8060624415584015,ORB_50PCT
INFY,2025-09-16,BUY,2025-09-16 15:05:00,2025-09-16 15:10:00,15:10,1481.5403999999999,1479.4,1471.7,7.7000000000000455,1471.7,9.840399999999818,1501.2211999999995,2025-09-16 15:25:00,1481.4,END_OF_DAY,False,-3.103340399999772,-0.315367302142172,ORB_BOUNDARY
